NO.,DATE,IV No.,PO No.,PC Job,SUPPLIER,ID,qty,UNIT/Price
,1/1/21,ยกยอด64,,,,SPC1612203000,131,1763.3
,1/1/21,ยกยอด64,,,,SPC2012202440,188,1808.856
,1/1/21,ยกยอด64,,,,SPC2012203000,75,2222.464
,1/1/21,ยกยอด64,,,,SPC2312202440,131,2082.6
,1/1/21,ยกยอด64,,,,SPC3012202440,129,2815.56
,1/1/21,ยกยอด64,,,,SPC3212202440,4,2954.6
,1/1/21,ยกยอด64,,,,SPC-SILICON,24,327.6
,1/1/21,ยกยอด64,,,,SPH2012203000,62,1140
,1/1/21,ยกยอด64,,,,SPH2015253050,28,2670
,1/1/21,ยกยอด64,,,,SPH2315253050,15,2195
,1/1/21,ยกยอด64,,,,SPH3012202440,3,1680
,1/1/21,ยกยอด64,,,,SPH3015253050,61,4065
,1/1/21,ยกยอด64,,,,SPH6012202440,3,5110
,1/1/21,ยกยอด64,,,,SPH9012202440,1,7350
,1/1/21,ยกยอด64,,,,SR504000,15,7.25
,1/1/21,ยกยอด64,,,,SR804000,316,20
,1/1/21,ยกยอด64,,,,SU26000,36,135
,1/1/21,ยกยอด64,,,,SU36000,156,215
,1/1/21,ยกยอด64,,,,SU46000,194,290
,1/1/21,ยกยอด64,,,,SU56000,15,350
,1/1/21,ยกยอด64,,,,SU86000,3,783.3333333
,1/1/21,ยกยอด64,,,,SUS0812202440,12,2155
,1/1/21,ยกยอด64,,,,SUS1212202440,34,2920
,1/1/21,ยกยอด64,,,,SUS1512202440,37,4000
,1/1/21,ยกยอด64,,,,SUS2012202440,34,3560
,1/1/21,ยกยอด64,,,,SUS3012202440,2,8100
,1/1/21,ยกยอด64,,,,SUS9012202440,1,13600
,1/1/21,ยกยอด64,,,,SUSB0712202440,1,2429
,1/1/21,ยกยอด64,,,,SUSF3026000,4,0
,1/1/21,ยกยอด64,,,,SUSF5026000,6,0
,1/1/21,ยกยอด64,,,,SUSF601006000,6,333.3333
,1/1/21,ยกยอด64,,,,SUSK12506000,6,183.33333
,1/1/21,ยกยอด64,,,,SUSL30306000,50,112.5
,1/1/21,ยกยอด64,,,,SUSL30406000,2.3,225
,1/1/21,ยกยอด64,,,,SUSL30506000,9,211.66
,1/1/21,ยกยอด64,,,,SUSL50506000,2,88.33
,1/1/21,ยกยอด64,,,,SUSL60506000,42,533.3333333
,1/1/21,ยกยอด64,,,,SUSL90756000,24,1236.67
,1/1/21,ยกยอด64,,,,SUSO20406000,1.5,147.5
,1/1/21,ยกยอด64,,,,SUSR126000,5,76.6666
,1/1/21,ยกยอด64,,,,SUSR206000,1.9,0
,1/1/21,ยกยอด64,,,,SUSR406000,3,0
,1/1/21,ยกยอด64,,,,SUSR606000,27,20
,1/1/21,ยกยอด64,,,,SUSR806000,12,63.33333333
,1/1/21,ยกยอด64,,,,TER150X197/4,44,40.5
,1/1/21,ยกยอด64,,,,Z601095,2,30
,1/1/21,ยกยอด64,,,,Z601195,124,33.81
,1/1/21,ยกยอด64,,,,Z60395,83,8.28
,1/1/21,ยกยอด64,,,,Z60495,60,15
,1/1/21,ยกยอด64,,,,Z60595,466,16.1
,1/1/21,ยกยอด64,,,,Z60695,141,20
,1/1/21,ยกยอด64,,,,Z60795,898,19.09
,1/1/21,ยกยอด64,,,,Z60895,49,25
,1/1/21,ยกยอด64,,,,Z60995,53,23
,1/1/21,ยกยอด64,,,,ค่าแก้มุม,1,300
,1/1/21,ยกยอด64,,,,SK10126000,34,25
,1/1/21,ยกยอด64,,,,SUSHL1512202440,24,2865
,1/1/21,ยกยอด64,,,,SAL50506000,6,216.666
,1/1/21,ยกยอด64,,,,CV20754700,10,623
,1/1/21,ยกยอด64,,,,SK07126000,23,13.66666667
,1/1/21,ยกยอด64,,,,SGI0512202440,27,50864
,1/1/21,ยกยอด64,,,,SO32506000,2,131.6666667
,1/1/21,ยกยอด64,,,,SK09126000,15,16.66666667
,1/1/21,ยกยอด64,,,,SK15406000,9,66.66666667
,1/1/21,ยกยอด64,,,,SK14306000,144,45
,1/1/21,ยกยอด64,,,,SKGI14406000,96,65
,1/1/21,ยกยอด64,,,,SK10206000,20,29.16666667
,1/1/21,ยกยอด64,,,,SK15256000,3,46.66666667
,1/1/21,ยกยอด64,,,,SO35406000,4.9,158.3333333
,1/1/21,ยกยอด64,,,,GL3092x132,2,25
,1/1/21,ยกยอด64,,,,GLN60262x362,,0
,1/1/21,ยกยอด64,,,,SK1250-256000,18,64.16
,1/1/21,ยกยอด64,,,,SK16406000,134,68.33333333
,1/1/21,ยกยอด64,,,,ACL4768531910,56,1150
,1/1/21,ยกยอด64,,,,GLN60312x452,2,900
,1/1/21,ยกยอด64,,,,GL30252x1672,3,150
,1/1/21,ยกยอด64,,,,SUS0812202440#430,2,1800
,1/1/21,ยกยอด64,,,,SPH4512202440,1,3792
,5/1/22,ST640170,,STOCK-PC,PC,DC5022720,131,30
,5/1/22,ST640153,,STOCK-PC,PC,CBA725280,15,100
,5/1/22,ST640137,,STOCK-PC,PC,FD8006845,80,150
,27/12/21,415/20744,6501000124,642099,ธ.รุ่งเกียรติ,GL30132x132,9,25
,8/1/22,415/20749,6501000124,642139,ธ.รุ่งเกียรติ,GL50412x912,2,158
,11/1/22,417/20803,6501000124,650014,ธ.รุ่งเกียรติ,GL50242x412,1,53
,11/1/22,417/20802,6501000124,650012,ธ.รุ่งเกียรติ,GL50242x412,1,53
,11/1/22,417/20801,6501000124,650007,ธ.รุ่งเกียรติ,GL50362x592,1,105
,12/1/22,417/20804,6501000124,650008,ธ.รุ่งเกียรติ,GL30112x162,1,25
,12/1/22,417/20805,6501000125,650008,ธ.รุ่งเกียรติ,GL50262x317,1,53
,12/1/22,417/20805,6501000125,650008,ธ.รุ่งเกียรติ,GL50262x662,1,130
,12/1/22,417/20805,6501000125,650008,ธ.รุ่งเกียรติ,GL50262x612,1,130
,18/1/22,417/20809,6501000125,650048,ธ.รุ่งเกียรติ,GL30112x272,2,25
,18/1/22,417/20810,6501000125,650045,ธ.รุ่งเกียรติ,GL50512x1112,1,280
,18/1/22,417/20810,6501000125,650045,ธ.รุ่งเกียรติ,GL50312x1112,1,150
,18/1/22,417/20811,6501000125,650046,ธ.รุ่งเกียรติ,GL50412x412,1,78
,18/1/22,417/20811,6501000125,650046,ธ.รุ่งเกียรติ,GL50412x812,1,158
,20/1/22,417/20812,6501000125,650047,ธ.รุ่งเกียรติ,GL50412x412,1,78
,20/1/22,417/20812,6501000125,650047,ธ.รุ่งเกียรติ,GL50412x812,1,158
,8/1/22,IV65-01-044,6501000034,Stock,บูลกิจ,PVC2012202440,10,"  1,500.00 "
,10/1/22,WS6501108,6501000035,642139/STOCK,วนวัฒน์,SUSL30406000,30,  265.00 
,7/1/22,011/00526,,642115,ทีกระจกไทย,GLN60262x362,18,  800.00 
,12/1/22,ST640149,,STOCK-PC,PC,Z60895,71,  25.00 
,12/1/22,ST640155,,STOCK-PC,PC,CBC220100,57,  21.08 
,12/1/22,ST640155,,STOCK-PC,PC,CBC17080,73,  20.50 
,12/1/22,ST640055,,STOCK-PC,PC,PK316224,42,  50.00 
,12/1/22,ST640138,,STOCK-PC,PC,FC6845520,179,  95.00 
,12/1/22,ST640138,,STOCK-PC,PC,FC6845620,50,  98.00 
,12/1/22,ST640091,,STOCK-PC,PC,FC6845720,16,  100.00 
,12/1/22,ST640087,,STOCK-PC,PC,CAB40675,48,  60.00 
,12/1/22,ST640169,,STOCK-PC,PC,DC5022920,49,  55.00 
,12/1/22,ST640163,,STOCK-PC,PC,DC5022620,20,  25.00 
,12/1/22,ST640164,,STOCK-PC,PC,FL40920,38,  21.79 
,12/1/22,ST640131,,STOCK-PC,PC,FS40501988,9,  284.92 
,12/1/22,ST640135,,STOCK-PC,PC,FF40212550,36,  262.70 
,13/1/22,ST640147,,STOCK-PC,PC,Z60495,6,  15.00 
,12/1/22,ST265000,,STOCK-PC,PC,CV207510770,4,"  1,300.00 "
,12/1/22,ST265000,,STOCK-PC,PC,FC6845260,8,  30.00 
,12/1/22,ST265000,,STOCK-PC,PC,FC6845320,5,  31.00 
,12/1/22,ST265000,,STOCK-PC,PC,FC68451020,5,  120.00 
,12/1/22,ST265000,,STOCK-PC,PC,FC8045520,3,  45.00 
,12/1/22,ST265000,,STOCK-PC,PC,ACC500500,2,  150.00 
,15/1/22,ST650004,,STOCK-PC,PC,JJJ4532604,196,  40.00 
,17/1/22,ST650010,,STOCK-PC,PC,JJJ4532654,186,  45.00 
,17/1/22,ST650012,,STOCK-PC,PC,LPP7030,182,  20.00 
,17/1/22,ST650003,,STOCK-PC,PC,JJH6532804,102,  55.00 
,19/1/22,ST650006,,STOCK-PC,PC,CAB40975,45,  40.00 
,22/1/22,ST265000,,STOCK-PC,PC,FC6845470,12,  40.00 
,22/1/22,ST265000,,STOCK-PC,PC,FC6845570,4,  95.00 
,22/1/22,ST265000,,STOCK-PC,PC,FC6845650,7,  98.00 
,22/1/22,ST265000,,STOCK-PC,PC,FCC6845650/4,6,  98.00 
,24/1/22,ST265000,,STOCK-PC,PC,FD7006845,14,  100.00 
,25/1/22,ST650005,,STOCK-PC,PC,CAP702579520,30,  50.50 
,22/1/22,011/00528,6501000144,650048,ที กระจกไทย,GLN60232x332,2,  750.00 
,22/1/22,417/20813,6502000189,650051,ธ.รุ่งเกียรติ,GL50532x1012,1,  245.00 
,24/1/22,417/20816,6502000189,650096,ธ.รุ่งเกียรติ,GL50452x767,2,  158.00 
,24/1/22,417/20817,6502000189,650062,ธ.รุ่งเกียรติ,GL50292x537,1,  70.00 
,25/1/22,417/20818,6502000189,650090,ธ.รุ่งเกียรติ,GL30142x212,1,  25.00 
,26/1/22,417/20819,6502000189,650063,ธ.รุ่งเกียรติ,GL30152x537,1,  50.00 
,27/1/22,417/20823,6502000189,650109,ธ.รุ่งเกียรติ,GL30182x207,4,  25.00 
,27/1/22,417/20825,6502000189,650085,ธ.รุ่งเกียรติ,GL50502x932,1,  245.00 
,27/1/22,417/20827,6502000189,650105,ธ.รุ่งเกียรติ,GL50462x792,1,  210.00 
,27/1/22,417/20824,6502000189,650023,ธ.รุ่งเกียรติ,GL50452x562,2,  105.00 
,4/2/22,419/20904,6502000189,650132,ธ.รุ่งเกียรติ,GL50412x512,1,  105.00 
,26/1/22,3600038184,6501000136,Stock,ทีเอ็มที สตีล,SPH4515253050,5,"  5,390.00 "
,28/1/22,011/00531,6501000152,650053,ที กระจกไทย,GLN60232x392,4,  850.00 
,1/2/22,N65/001181,6501000097,Stock,เอ็น.เอช.เค. สตีล,SPC1612202440,200,"  1,359.26 "
,1/2/22,IV2200277,6501000132,Stock,ก.ธนวัฒน์ ,SL30406000,300,  53.33 
,1/2/22,IV2200277,6501000132,Stock,ก.ธนวัฒน์ ,SL50406000,300,  80.00 
,1/2/22,IV2200277,6501000132,Stock,ก.ธนวัฒน์ ,SL50506000,300,  107.50 
,1/2/22,IV2200276,6501000143,Stock,ก.ธนวัฒน์ ,SPH3215253050,100,"  3,809.00 "
,2/2/22,ST650013,,STOCK-PC,PC,FF40192550,90,  262.70 
,3/2/22,ST650014,,STOCK-PC,PC,FS40501788,45,  284.92 
,4/2/22,ST650021,,STOCK-PC,PC,JJH6532504,125,  33.56 
,4/2/22,ST650021,,STOCK-PC,PC,JJJ4532554,20,  28.04 
,4/2/22,IV6500259,6502000173,STOCK ,กิ้มเฮงเชียง ,SAL6012202440,20,"  6,850.00 "
,4/2/22,IV6500259,6502000173,STOCK ,กิ้มเฮงเชียง ,SAL3012202440,20,"  3,350.00 "
,3/2/22,WS6502043,6502000172,650061/Stock,วนวัฒน์,SPHXS3312202440,1,"  1,400.00 "
,1/2/22,N65/001224,6501000097,Stock,เอ็น.เอช.เค. สตีล,SPC2012202440,300,"  1,715.86 "
,1/2/22,N65/001223,6501000097,Stock,เอ็น.เอช.เค. สตีล,SEG2012202440,200,"  2,119.68 "
,5/2/22,ST650019,,STOCK-PC,PC,CV207510770,15,"  1,300.00 "
,8/2/22,ST650017,,STOCK-PC,PC,DC5022820,75,  40.00 
,7/2/22,IV650000113,6502000176,Stock,อุดมกิจ ฟิตติ้ง,API28206000,36,  54.67 
,1/2/22,035260,6502000167,650085,สยามสตีล กัลวาไนซิ่ง,HDJ650085,1,"  1,000.00 "
,8/2/22,419/20907,6503000393,650141,ธ.รุ่งเกียรติ,GL50662x732,1,  263.00 
,8/2/22,419/20908,6503000393,650137,ธ.รุ่งเกียรติ,GL50312x592,1,  105.00 
,11/2/22,419/20913,6503000393,650184,ธ.รุ่งเกียรติ,GL50620x825,1,  263.00 
,18/2/22,419/20916,6503000393,650135,ธ.รุ่งเกียรติ,GL50312x512,1,  105.00 
,18/2/22,419/20916,6503000393,650135,ธ.รุ่งเกียรติ,GL50232x512,1,  70.00 
,,,,,,,,
,10/2/22,IV2200365,6502000194,Stock,ก.ธนวัฒน์,SU36000,300,  203.33 
,14/2/22,ST650007,,STOCK-PC,PC,CBB614140,33,  55.00 
,14/2/22,ST650008,,STOCK-PC,PC,CBB814170,15,  80.00 
,17/2/22,ST265000,,STOCK-PC,PC,LPP5030,140,  5.00 
,17/2/22,ST265000,,STOCK-PC,PC,FD4006845,66,  50.00 
,15/2/22,WS6502236,6502000223,Stock,วนวัฒน์ สแตนเลส,SL30256000,60,  40.00 
,9/2/22,011/00535,6502000243,650146,ที กระจกไทย,GLN60162x242,8,  350.00 
,17/2/22,011/00537,6502000241,650201,ที กระจกไทย,GLN60152x232,4,  300.00 
,9/2/22,011/00535,6502000243,650162,ที กระจกไทย,GLN60192x472,2,  800.00 
,12/2/22,011/00538,6502000239,650173,ที กระจกไทย,GLN60190x290,7,  450.00 
,9/2/22,011/00535,6502000243,650154,ที กระจกไทย,GLN60152x232,2,  300.00 
,19/2/22,ST650011,,STOCK-PC,PC,FL401020,45,  30.00 
,28/2/22,ST650027,,STOCK-PC,PC,FF40212550,119,  350.00 
,28/2/22,ST650028,,STOCK-PC,PC,PK316224,50,  50.00 
,28/2/22,ST650000,,STOCK-PC,PC,ACC503429,449,  10.00 
,28/2/22,011/00545,,650254,ที กระจกไทย,GLN60162x242,4,  350.00 
,28/2/22,011/00545,,650253,ที กระจกไทย,GLN60306x346,1,  850.00 
,1/3/22,N65/002366,6502000274,STOCK,เอ็น.เอช.เค. สตีล,SPC2012202440,150,"  1,667.80 "
,1/3/22,N65/002366,6502000274,STOCK,เอ็น.เอช.เค. สตีล,SPC3012202440,100,"  2,601.00 "
,1/3/22,TD2203/016,6502000277,STOCK,ทรีนิตี้,SAL3012202440,20,"  3,200.00 "
,1/3/22,IV6503003,6502000285,650255,พร สตีล,SR126000,12,  40.00 
,1/3/22,IV6503002,6502000275,STOCK,พร สตีล,SR804000,400,  21.25 
,1/3/22,IV6503002,6502000275,STOCK,พร สตีล,SUSR806000,30,  63.33 
,2/3/22,011/00547,,650267,ที กระจกไทย,GLN60162x262,2,  400.00 
,2/3/22,011/00547,,650244,ที กระจกไทย,GL30462x662,1,  140.00 
,2/3/22,011/00547,,650237,ที กระจกไทย,GL30142x212,1,  35.00 
,2/3/22,011/00547,,650243,ที กระจกไทย,GL50392x702,1,  180.00 
,1/3/22,IV6503004,6502000268,Stock,ชินโชริ,BR5012202440,5,"  3,550.00 "
,4/3/22,TD2203/047,650200286,650166/VPT,ทรีนิตี้,SAL6075756000,120,  410.83 
,4/3/22,TD2203/047,650200286,650166/VPT,ทรีนิตี้,SAL3012202440H32,20,"  3,905.00 "
,4/3/22,ST650028,,STOCK-PC,PC,PK316224,38,  50.00 
,1/3/22,011/00547,,650249,ที กระจกไทย,GL30162x162,6,  20.00 
,1/3/22,011/00548,,650222,ที กระจกไทย,GL50492x637,4,  190.00 
,5/3/22,IV6503066,6503000315,ทำคอกรถพีซี,พรสตีล,SO28256000,36,  81.67 
,7/3/22,ST265000,R650003,STOCK-PC,PC,JJH6532504,17,  36.32 
,7/3/22,ST265000,R650003,STOCK-PC,PC,JJJ4532604,4,  34.28 
,7/3/22,ST265000,R650003,STOCK-PC,PC,JJJ4532704,5,  40.00 
,7/3/22,ST265000,R650003,STOCK-PC,PC,JJH6532804,6,  55.00 
,7/3/22,ST265000,R650003,STOCK-PC,PC,Z60995,21,  25.00 
,7/3/22,ST265000,R650003,STOCK-PC,PC,DC5022620,4,  23.89 
,7/3/22,ST265000,R650003,STOCK-PC,PC,DCE5040620,1,  30.50 
,7/3/22,ST265000,R650003,STOCK-PC,PC,FCB6845820,21,  110.00 
,4/3/22,20919,6503000393,650246,ธ.รุ่งเกียรติ,GL50362x512,1,  105.00 
,4/3/22,20918,6503000393,650291,ธ.รุ่งเกียรติ,GL50462x872,1,  210.00 
,4/3/22,20920,6503000393,650245,ธ.รุ่งเกียรติ,GL30412x862,1,  113.00 
,7/3/22,N65/002656,6502000274,Stock,เอ็น.เอช.เค. สตีล,SPC2012202440,50,"  1,669.71 "
,8/3/22,ST650029,,STOCK-PC,PC,FD8006845,120,  150.00 
,8/3/22,ST650029,,STOCK-PC,PC,FD6006845,85,  90.50 
,8/3/22,ST650029,,STOCK-PC,PC,FD4006845,16,  50.00 
,1/3/22,00547,,650238,ที กระจกไทย,GLN60212x462,1,  700.00 
,10/3/22,ST650018,,STOCK-PC,PC,CV207510570,15,  850.00 
,10/3/22,20928,6503000393,650222,ธ.รุ่งเกียรติ,GL50292x579,4,  70.00 
,3/9/22,20927,6503000393,650217,ธ.รุ่งเกียรติ,GL50212x612,2,  88.00 
,9/3/22,20927,6503000393,650217,ธ.รุ่งเกียรติ,GL50312x387,2,  79.00 
,3/8/22,20925,6503000393,650247,ธ.รุ่งเกียรติ,GL50412x512,1,  105.00 
,8/3/22,20926,6503000393,650248,ธ.รุ่งเกียรติ,GL50412x512,1,  105.00 
,8/3/22,20924,6503000393,650304,ธ.รุ่งเกียรติ,GL50402x568,1,  105.00 
,12/3/22,ST650025,,STOCK-PC,PC,FC6845720,54,  100.50 
,12/3/22,ST650015,,STOCK-PC,PC,FC6845270,54,  45.50 
,12/3/22,ST650016,,STOCK-PC,PC,FC6845620,200,  98.50 
,12/3/22,ST650020,,STOCK-PC,PC,FC6845920,100,  120.00 
